Location,Location_Unique,Status,Reviewer,Rating,Relative time,Scraping time,Review,Translated_Review,Cleaned_Review
Bogortuin,Bogortuin,unofficial,Julia Balinova,5 stars,a year ago,"2023-11-13,00:33:58",,,
Bogortuin,Bogortuin,unofficial,Killian Saint cricq,5 stars,a year ago,"2023-11-13,00:33:58",Super nice to swim when the weather allows it,Super nice to swim when the weather allows it,super nice to swim when the weather allows it
Bogortuin,Bogortuin,unofficial,Devon,5 stars,a year ago,"2023-11-13,00:33:59",Bunker dik gap,Bunker dik gap,bunker dik gap
Bogortuin,Bogortuin,unofficial,Harry Geertsema,4 stars,a year ago,"2023-11-13,00:33:59",Indrukwekkend,Impressive,impressive
Bogortuin,Bogortuin,unofficial,Michael Blok,4 stars,a year ago,"2023-11-13,00:33:59","Nice small park in a new area of Amsterdam. Some issues in Summer, can be busy with picnics, swimmers and apparently some nitrogen capsule dealers.","Nice small park in a new area of Amsterdam. Some issues in Summer, can be busy with picnics, swimmers and apparently some nitrogen capsule dealers.","nice small park in a new area of amsterdam. some issues in summer, can be busy with picnics, swimmers and apparently some nitrogen capsule dealers."
Bogortuin,Bogortuin,unofficial,Theo Calis,5 stars,a year ago,"2023-11-13,00:33:59",Bijzonder indrukwekkend eerbetoon,Particularly impressive tribute,particularly impressive tribute
Bogortuin,Bogortuin,unofficial,Wijnand,4 stars,a year ago,"2023-11-13,00:33:59",,,
Bogortuin,Bogortuin,unofficial,"Fons Heijnsbroek, photos Amsterdam (Pictures of Amsterdam)",4 stars,a year ago,"2023-11-13,00:33:59","Ruime en weidse gazon aan het brede en rustige water van de IJhaven, Amsterdam. Je kan er zonnen, picknicken, ballen en vliegeren.","Spacious and expansive lawn on the wide and calm waters of IJhaven, Amsterdam. You can sunbathe, picnic, play ball and fly kites.","spacious and expansive lawn on the wide and calm waters of ijhaven, amsterdam. you can sunbathe, picnic, play ball and fly kites."
Bogortuin,Bogortuin,unofficial,Phoebe Boerboom,5 stars,2 years ago,"2023-11-13,00:33:59",,,
Bogortuin,Bogortuin,unofficial,kees koole,5 stars,2 years ago,"2023-11-13,00:33:59",,,
Bogortuin,Bogortuin,unofficial,Ariadine Gomes,5 stars,2 years ago,"2023-11-13,00:33:59",,,
Bogortuin,Bogortuin,unofficial,Reece May,5 stars,2 years ago,"2023-11-13,00:33:59","Great atmosphere, a younger generation crowd and nice warm water in summer!","Great atmosphere, a younger generation crowd and nice warm water in summer!","great atmosphere, a younger generation crowd and nice warm water in summer!"
Bogortuin,Bogortuin,unofficial,Tijn Vaandrager,4 stars,2 years ago,"2023-11-13,00:33:59",Goeie plek in de zon. Je kan hier ook zwemmen. Het is in de zomer alleen wel heel druk,Good place in the sun. You can also swim here. It is in summer only very busy,good place in the sun. you can also swim here. it is in summer only very busy
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Maritha f,3 stars,2 months ago,"2023-11-13,00:34:25",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Danny Sierra,5 stars,2 months ago,"2023-11-13,00:34:25","En verano, perfecto lugar para relajarse, tomar el sol, comer y tomar una cerveza, y nadar un poco.","In summer, perfect place to relax, sunbathe, eat and drink a beer, and swim a little.","in summer, perfect place to relax, sunbathe, eat and drink a beer, and swim a little."
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Chris Luton,5 stars,4 months ago,"2023-11-13,00:34:25",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Natalya Savchenko,5 stars,8 months ago,"2023-11-13,00:34:25","Я советую всем посетить этот музей,нет слов, чтобы выразить красоту,увиденную мною.","I advise everyone to visit this museum, there are no words to express the beauty I saw.","i advise everyone to visit this museum, there are no words to express the beauty i saw."
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Edna Isa,4 stars,a year ago,"2023-11-13,00:34:25",Great place for an amazing swimming! Location is so beautiful!,Great place for an amazing swimming! Location is so beautiful!,great place for an amazing swimming! location is so beautiful!
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Petro Di Metro,2 stars,a year ago,"2023-11-13,00:34:25",Veel jeugd met geluidsinstallaties. Helaas niet mijn muziekkeus.,Lots of youth with sound systems. Unfortunately not my choice of music.,lots of youth with sound systems. unfortunately not my choice of music.
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Rob Bakker,5 stars,a year ago,"2023-11-13,00:34:26",Fijne plek om in hier in open water te zwemmen.,Fine place to swim in here in open water.,fine place to swim in here in open water.
Buitenzwembad Marineterrein…,Marineterrein,unofficial,erin Tasmania,5 stars,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Jacques Gautier,5 stars,a year ago,"2023-11-13,00:34:26",Swimming in the harbor!,Swimming in the harbor!,swimming in the harbor!
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Francis D.,5 stars,a year ago,"2023-11-13,00:34:26",Erg druk en erg gezellig,Very busy and very cozy,very busy and very cozy
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Kevin Reinink,5 stars,a year ago,"2023-11-13,00:34:26","Mooie plek om even te kunnen zwemmen, zonnen sporten en dat voor niets.","Nice place to take a swim, sunbathe sports and all for nothing.","nice place to take a swim, sunbathe sports and all for nothing."
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Xavier Catastrophy,1 star,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Max Beckers,5 stars,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,peter buis,3 stars,a year ago,"2023-11-13,00:34:26",Vol met Amsterdrammers,Full of Amsterdammers,full of amsterdammers
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Larissa Azevedo,5 stars,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Kunar Gull,5 stars,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Quang Tran,4 stars,a year ago,"2023-11-13,00:34:26","Great place, good vibes, mostly young people here. It's possible to get food and drinks here.
Probably the only downside is the water, officially the place is not supposed to be for swimming so you can imagine the water is not the cleanest. People throw cigarettes in it and who knows what.","Great place, good vibes, mostly young people here. It's possible to get food and drinks here.
Probably the only downside is the water, officially the place is not supposed to be for swimming so you can imagine the water is not the cleanest. People throw cigarettes in it and who knows what.","great place, good vibes, mostly young people here. it's possible to get food and drinks here. probably the only downside is the water, officially the place is not supposed to be for swimming so you can imagine the water is not the cleanest. people throw cigarettes in it and who knows what."
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Michael Kudin,5 stars,a year ago,"2023-11-13,00:34:26",Nice Place i Wisch sumfing like this for every City.,Nice Place i Wisch sumfing like this for every City.,nice place i wisch sumfing like this for every city.
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Gijs Doeglas,5 stars,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Giulio Starace,5 stars,a year ago,"2023-11-13,00:34:26","Great place to go for a swim in Amsterdam. The water is certainly not clear, but clean enough in that there aren’t weird things floating around. Can sunbathe and do park things in the nearby park. There are also some platforms to jump into the water","Great place to go for a swim in Amsterdam. The water is certainly not clear, but clean enough in that there aren’t weird things floating around. Can sunbathe and do park things in the nearby park. There are also some platforms to jump into the water","great place to go for a swim in amsterdam. the water is certainly not clear, but clean enough in that there aren’t weird things floating around. can sunbathe and do park things in the nearby park. there are also some platforms to jump into the water"
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Henri,5 stars,a year ago,"2023-11-13,00:34:26",Heerlijke plek in de stad. Een verademing! Als t wat rustiger is..,Lovely place in the city. A breath of fresh air! When it's quieter...,lovely place in the city. a breath of fresh air! when it's quieter...
Buitenzwembad Marineterrein…,Marineterrein,unofficial,E.J. van de Pas,4 stars,a year ago,"2023-11-13,00:34:26",Onduidelijk waar je mag aanleggen maar nog steeds een prachtige plek.,Unclear where to dock but still a beautiful spot.,unclear where to dock but still a beautiful spot.
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Noa May Hoek,3 stars,a year ago,"2023-11-13,00:34:26","I hope this place soon will be an official swimming spot with clean water..... Why it's not possible to create this asap? There is a sign the water is not clean but there are no good alternatives, no other options ? Please gemeentramsterdam give us a good swimspot in 2022 ","I hope this place soon will be an official swimming spot with clean water..... Why it's not possible to create this asap? There is a sign the water is not clean but there are no good alternatives, no other options ? Please gemeentramsterdam give us a good swimspot in 2022","i hope this place soon will be an official swimming spot with clean water..... why it's not possible to create this asap? there is a sign the water is not clean but there are no good alternatives, no other options ? please gemeentramsterdam give us a good swimspot in 2022"
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Ya Su,4 stars,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Robert Boyle,3 stars,a year ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Free Wilhelm,5 stars,a year ago,"2023-11-13,00:34:26","Good for a swim, toilet situation could be better, but hey, at least there ARE toilets!

Update: Google just asked me if it changed... It's the of February, water was cold, don't recommend staying in for longer than five minutes at the moment.","Good for a swim, toilet situation could be better, but hey, at least there ARE toilets!

Update: Google just asked me if it changed... It's the of February, water was cold, don't recommend staying in for longer than five minutes at the moment.","good for a swim, toilet situation could be better, but hey, at least there are toilets! update: google just asked me if it changed... it's the of february, water was cold, don't recommend staying in for longer than five minutes at the moment."
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Kaman Chan,5 stars,a year ago,"2023-11-13,00:34:26",The most beautiful outdoor swimming lanes in europe. They have a LED display showing you whether the water is clean enough to swim and also water temperature!,The most beautiful outdoor swimming lanes in europe. They have a LED display showing you whether the water is clean enough to swim and also water temperature!,the most beautiful outdoor swimming lanes in europe. they have a led display showing you whether the water is clean enough to swim and also water temperature!
Buitenzwembad Marineterrein…,Marineterrein,unofficial,James Hallworth,5 stars,2 years ago,"2023-11-13,00:34:26",Great spot for a city swim! The ladders to get in and out of the water are really handy and the view of the Scheepvaartmuseum is lovely!,Great spot for a city swim! The ladders to get in and out of the water are really handy and the view of the Scheepvaartmuseum is lovely!,great spot for a city swim! the ladders to get in and out of the water are really handy and the view of the scheepvaartmuseum is lovely!
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Mette,4 stars,2 years ago,"2023-11-13,00:34:26","Fijne plek om te zwemmen, wel mega druk. Jammer dat ze de steiger hebben doorgebroken en het korte stuk (aan de overkant) nu geen trappertje meer heeft","Nice place to swim, mega busy though. Too bad they broke through the jetty and the short part (on the other side) now has no more stairs","nice place to swim, mega busy though. too bad they broke through the jetty and the short part (on the other side) now has no more stairs"
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Julio Montesinos,5 stars,2 years ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Ziad Moubayed,5 stars,2 years ago,"2023-11-13,00:34:26",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Stefan Hoi,5 stars,2 years ago,"2023-11-13,00:34:26","Lovely place for the summer. Plenty of shade and during peak season, there are some stands selling drinks. It can get really full though, so come early. The local gay crowd likes to meet here and it's one of Amsterdam's alternatives to a gay beach.","Lovely place for the summer. Plenty of shade and during peak season, there are some stands selling drinks. It can get really full though, so come early. The local gay crowd likes to meet here and it's one of Amsterdam's alternatives to a gay beach.","lovely place for the summer. plenty of shade and during peak season, there are some stands selling drinks. it can get really full though, so come early. the local gay crowd likes to meet here and it's one of amsterdam's alternatives to a gay beach."
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Deniz ŞAHİN,5 stars,2 years ago,"2023-11-13,00:34:27",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Reece May,5 stars,2 years ago,"2023-11-13,00:34:27","Great atmosphere, music and probably the best place to cool off in summer time!","Great atmosphere, music and probably the best place to cool off in summer time!","great atmosphere, music and probably the best place to cool off in summer time!"
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Caesar Den Blanken,5 stars,2 years ago,"2023-11-13,00:34:27",Kk goeie,Kk good one,kk good one
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Ashiq Suers,2 stars,2 years ago,"2023-11-13,00:34:27",Beetje koud zwembad,Bit cold pool,bit cold pool
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Burak Çevik,5 stars,2 years ago,"2023-11-13,00:34:27",,,
Buitenzwembad Marineterrein…,Marineterrein,unofficial,Brian Klik,5 stars,2 years ago,"2023-11-13,00:34:27","Fijne plek en unieke zwemmen bij het Scheepvaartmuseum, VOC schip Amsterdam, en Nemo.
Kom op tijd als je baantjes wilt trekken, op een mooie dag is het 's middags druk.
Op een mooie dag kan je heerlijk op het ponton of het grasveld liggen en hier plonzen.","Fine spot and unique swim near the Scheepvaartmuseum, VOC ship Amsterdam, and Nemo.
Come on time if you want to swim laps, on a nice day it is crowded in the afternoon.
On a nice day you can lie on the pontoon or lawn and splash here.","fine spot and unique swim near the scheepvaartmuseum, voc ship amsterdam, and nemo. come on time if you want to swim laps, on a nice day it is crowded in the afternoon. on a nice day you can lie on the pontoon or lawn and splash here."
